DATE INITIATED,RAPID RESPONSE IDENTIFIER,AGENCY ASSIGNED,NAME,ADDRESS,CITY,COUNTY,NUMBER OF POSITIVE CASES REPORTED
2/7/2021,RR-00037979,NMED,BASIL LEAS VIETNAMESE RSTRNT,1225 EUBANK BLVD NE,ALBUQUERQUE,BERNALILLO,1
2/7/2021,RR-00037967,NMED,WALMART SUPERCENTER,26180 US HIGHWAY 70,RUIDOSO DOWNS,LINCOLN,1
2/7/2021,RR-00037977,DOH,OUR LADY OF GUADALUPE RECTORY,1860 GRIEGOS RD NW,ALBUQUERQUE,BERNALILLO,1
2/7/2021,RR-00037968,PED,CENTRAL ELEMENTARY SCH,211 CEDAR ST,SANTA CLARA,RIO ARRIBA,1
2/7/2021,RR-00037983,NMED,FORKLIFT ENTERPRISES INC,2908 W MARLAND ST,HOBBS,LEA,1
2/7/2021,RR-00037982,ECECD,KIDDIE KAMP,1304 SCHOFIELD LN,FARMINGTON,SAN JUAN,1
2/7/2021,RR-00037964,NMED,NORTHROP GRUMMAN,2309 RENARD PL #300,ALBUQUERQUE,BERNALILLO,1
2/7/2021,RR-00037965,PED,WHITE SANDS ELEMENTARY SCH,1 VIKING ST,WHITE SANDS MISSILE RANGE,OTERO,1
2/7/2021,RR-00037974,NMED,CINTAS UNIFORM SVC ALBUQUERQUE,5101 WILSHIRE AVE NE,ALBUQUERQUE,BERNALILLO,1
2/7/2021,RR-00037966,NMED,ENTERPRISE RENT-A-CAR,120 LOMAS BLVD NE,ALBUQUERQUE,BERNALILLO,1
2/7/2021,RR-00037980,NMED,CASTLE COFFEE,727 TIJERAS AVE NW,ALBUQUERQUE,BERNALILLO,1
2/7/2021,RR-00037975,NMED,CITY OF LAS CRUCES,680 N MOTEL BLVD,LAS CRUCES,DONA ANA,1
2/6/2021,RR-00037850,NMED,INBANK,200 S 2ND ST,RATON,COLFAX,1
2/6/2021,RR-00037855,NMED,RUAN TRANSPORTATION MGMT SYSTS,6217 OMAHA RD,ROSWELL,CHAVES,1
2/6/2021,RR-00037856,NMED,SMITH'S FOOD & DRUG CTR,8100 WYOMING BLVD NE # A,ALBUQUERQUE,BERNALILLO,1
2/6/2021,RR-00037851,PED,CARLSBAD HIGH SCHOOL,3000 W CHURCH ST,CARLSBAD,EDDY,1
2/6/2021,RR-00037857,NMED,TARGET,8510 MONTGOMERY BLVD NE,ALBUQUERQUE,BERNALILLO,1
2/6/2021,RR-00037852,NMED,LEIDOS,400 TIJERAS ST NW #600,ALBUQUERQUE,BERNALILLO,1
2/6/2021,RR-00037853,NMED,ATTORNEY GENERAL,111 LOMAS BLVD NW # 300,ALBUQUERQUE,BERNALILLO,1
2/6/2021,RR-00037849,NMED,SOUTHWEST FEDERAL CREDIT UNION,111 S MILLER AVE,FARMINGTON,SAN JUAN,1
2/6/2021,RR-00037854,NMED,SMITH'S FOOD & DRUG CTR,751 TRINITY DR,LOS ALAMOS,LOS ALAMOS,1
2/6/2021,RR-00037858,NMED,WALMART SUPERCENTER,2266 WYOMING BLVD NE,ALBUQUERQUE,BERNALILLO,1
2/6/2021,RR-00037859,DHI,HOME KARE INC OF DONA ANA,2303 DIVOT AVE # 5,LAS CRUCES,DONA ANA,1
2/6/2021,RR-00037868,NMED,WALMART SUPERCENTER,301 SAN MATEO BLVD SE,ALBUQUERQUE,BERNALILLO,2
2/6/2021,RR-00037867,HED,NEW MEXICO MILITARY INSTITUTE,101 W COLLEGE BLVD,ROSWELL,CHAVES,1
2/6/2021,RR-00037864,NMED,BLAKE'S LOTABURGER,8641 GOLF COURSE RD NW,ALBUQUERQUE,BERNALILLO,1
2/6/2021,RR-00037866,NMED,FOXWORTH-GALBRAITH LUMBER CO,2850 HIGHWAY 180 E,SILVER CITY,GRANT,1
2/6/2021,RR-00037869,NMED,ALBERTSONS MARKET,1110 S MAIN ST,ROSWELL,CHAVES,1
2/6/2021,RR-00037870,NMED,WHOLE FOODS MARKET,753 CERRILLOS RD,SANTA FE,SANTA FE,1
2/6/2021,RR-00037861,NMED,RIO RANCHO STREET DEPT,2704 IRIS RD NE,RIO RANCHO,SANDOVAL,1
2/6/2021,RR-00037860,NMCD,SAN JUAN COUNTY ADULT DTNTN,871 ANDREA DR,FARMINGTON,SAN JUAN,1
2/6/2021,RR-00037865,DOH,LOS ALAMOS NATIONAL LABORATORY,PO BOX 1663,LOS ALAMOS,LOS ALAMOS,1
2/6/2021,RR-00037862,NMED,BIG 5 SPORTING GOODS,3140 COORS BLVD NW # A,ALBUQUERQUE,BERNALILLO,1
2/6/2021,RR-00037863,NMED,CARR RIGGS & INGRAM LLC,400 N PENNSYLVANIA AVE # 800,ROSWELL,CHAVES,1
2/6/2021,RR-00037874,DHI,CABEZON PEDIATRIC DENTISTRY,2421 CABEZON BLVD SE # 101,RIO RANCHO,SANDOVAL,1
2/6/2021,RR-00037873,NMED,FIREHOUSE SUBS,4411 SAN MATEO BLVD NE # E9,ALBUQUERQUE,BERNALILLO,1
2/6/2021,RR-00037881,NMED,13TH JUDICIAL DISTRICT,711 S CAMINO DEL PUEBLO,BERNALILLO,SANDOVAL,1
2/6/2021,RR-00037879,PED,ANIMAS SCHOOL,1 PANTHER DR,ANIMAS,HIDALGO,1
2/6/2021,RR-00037876,NMED,DUNKIN',2527 N MAIN ST,LAS CRUCES,DONA ANA,1
2/6/2021,RR-00037878,NMED,WALMART SUPERCENTER,1604 E SPRUCE ST,PORTALES,ROOSEVELT,1
2/6/2021,RR-00037877,NMED,AUTOZONE,6421 AIRPORT RD # 2,SANTA FE,SANTA FE,1
2/6/2021,RR-00037875,PED,NAABA ANI ELEMENTARY SCHOOL,1201 N 1ST ST,BLOOMFIELD,SAN JUAN,1
2/6/2021,RR-00037871,DOH,LEIDOS,3550 ABERDEEN AVE SE,KIRTLAND AFB,BERNALILLO,1
2/6/2021,RR-00037883,NMED,LECTROSONICS,581 LASER RD NE,RIO RANCHO,SANDOVAL,1
2/6/2021,RR-00037882,PED,ESTANCIA VALLEY CLASSICAL ACAD,110 STATE ROAD 344,EDGEWOOD,SANTA FE,1
2/6/2021,RR-00037872,NMED,SMITH'S FOOD & DRUG CTR,1601 ARENAL RD SW,ALBUQUERQUE,BERNALILLO,1
2/6/2021,RR-00037880,PED,ALICE KING COMMUNITY SCH,8100 MOUNTAIN RD NE,ALBUQUERQUE,BERNALILLO,1
2/5/2021,RR-00037844,PED,BELEN CONSOLIDATED SCHOOLS,520 N MAIN ST,BELEN,VALENCIA,1
2/5/2021,RR-00037836,DOH,SANDOVAL REGIONAL MED CTR,3001 BROADMOOR BLVD NE,RIO RANCHO,SANDOVAL,1
2/5/2021,RR-00037845,ECECD,MESQUITE HEAD START,205 HWY 228,MESQUITE,DONA ANA,2
2/5/2021,RR-00037839,NMED,KFC,1412 W MAIN ST,ARTESIA,EDDY,1
2/5/2021,RR-00037841,PED,SIERRA VISTA PRIMARY SCHOOL,199 W WHITE MT DR,RUIDOSO,CHAVES,1
2/5/2021,RR-00037728,NMED,APIC SOLUTIONS INC,5550 MIDWAY PARK PL NE,ALBUQUERQUE,BERNALILLO,2
2/5/2021,RR-00037716,NMED,NUSENDA CREDIT UNION,3205 COORS BLVD NW,ALBUQUERQUE,BERNALILLO,1
2/5/2021,RR-00037734,NMED,AERSALE INC,703 E CHALLENGER ST,ROSWELL,CHAVES,1
2/5/2021,RR-00037729,NMED,WALMART SUPERCENTER,604 N 26TH ST,ARTESIA,EDDY,1
2/5/2021,RR-00037739,NMED,COSTCO WHOLESALE,500 EUBANK BLVD SE,ALBUQUERQUE,BERNALILLO,1
2/5/2021,RR-00037738,NMED,WALMART SUPERCENTER,2501 HIGHWAY 180 E,SILVER CITY,GRANT,1
2/5/2021,RR-00037736,NMED,EL PARASOL,298 DINOSAUR TRL,SANTA FE,SANTA FE,1
2/5/2021,RR-00037731,PED,MOUNTAIN ELEMENTARY SCHOOL,2280 NORTH RD,LOS ALAMOS,LOS ALAMOS,1
2/5/2021,RR-00037722,NMED,SMITH'S FOOD & DRUG CTR,3701 CONSTITUTION AVE NE,ALBUQUERQUE,BERNALILLO,1
2/5/2021,RR-00037717,NMED,PEPPER'S SUPERMARKET,812 E FLORIDA ST,DEMING,LUNA,1
2/5/2021,RR-00037733,PED,NEW MEXICO SCHOOL-THE BLIND,1900 N WHITE SANDS BLVD,ALAMOGORDO,OTERO,1
2/5/2021,RR-00037742,HED,NEW MEXICO TECH,1015 TIJERAS AVE NW # 200,ALBUQUERQUE,BERNALILLO,1
2/5/2021,RR-00037724,NMED,NEW MEXICO CREDIT CORP,1698 RIO BRAVO BLVD SW,ALBUQUERQUE,BERNALILLO,1
2/5/2021,RR-00037721,NMED,RUAN TRANSPORTATION MGMT SYSTS,6217 OMAHA RD,ROSWELL,CHAVES,1
2/5/2021,RR-00037714,NMED,CHICK-FIL-A,2400 CERRILLOS RD,SANTA FE,SANTA FE,1
2/5/2021,RR-00037730,HED,NEW MEXICO MILITARY INSTITUTE,101 W COLLEGE BLVD,ROSWELL,CHAVES,1
2/5/2021,RR-00037727,PED,ROCINANTE HIGH SCHOOL,3250 E 30TH ST,FARMINGTON,SAN JUAN,2
2/5/2021,RR-00037725,NMED,BLAKE'S LOTABURGER,HIGHWAY 264,TSE BONITO,MCKINLEY,1
2/5/2021,RR-00037719,NMED,SMITH'S FOOD & DRUG CTR,751 TRINITY DR,LOS ALAMOS,LOS ALAMOS,1
2/5/2021,RR-00037732,NMED,WALMART SUPERCENTER,2701 CARLISLE BLVD NE,ALBUQUERQUE,BERNALILLO,1
2/5/2021,RR-00037726,NMED,RED RIVER SKI AREA,400 PIONEER RD,RED RIVER,TAOS,1
2/5/2021,RR-00037715,NMED,TARGET,9371 COORS BLVD NW,ALBUQUERQUE,BERNALILLO,1
2/5/2021,RR-00037740,NMED,STERIGENICS,2400 AIRPORT RD,SANTA TERESA,DONA ANA,1
2/5/2021,RR-00037743,DOH,UNMH,2211 LOMAS BLVD NE,ALBUQUERQUE,BERNALILLO,1
2/5/2021,RR-00037744,PED,RIO RANCHO HIGH SCHOOL,301 LOMA COLORADO BLVD NE,RIO RANCHO,SANDOVAL,1
2/5/2021,RR-00037741,PED,RIO RANCHO HIGH SCHOOL,301 LOMA COLORADO BLVD NE,RIO RANCHO,SANDOVAL,1
2/5/2021,RR-00037735,NMED,INTREPID,210 RED CLOUD RD,CARLSBAD,EDDY,1
2/5/2021,RR-00037723,PED,DEMING SCHOOL DISTRICT,1001 S DIAMOND AVE,DEMING,LUNA,2
2/5/2021,RR-00037718,NMED,CHURCH'S CHICKEN,1051 US HIGHWAY 491,GALLUP,MC KINLEY,1
2/5/2021,RR-00037737,NMED,MC DONALD'S,2614 W HIGHWAY 66,GALLUP,MC KINLEY,1
2/5/2021,RR-00037720,DHI,NA'NIZHOOZHI CENTER INC,506 FRANCES ST,GALLUP,MC KINLEY,1
2/5/2021,RR-00037749,NMED,HOME DEPOT,200 EUBANK BLVD SE # B,ALBUQUERQUE,BERNALILLO,1
2/5/2021,RR-00037750,NMED,SONIC DRIVE-IN,910 W PINE ST,DEMING,LUNA,1
2/5/2021,RR-00037745,NMED,CITY OF SANTA FE PUBLIC WORKS-ENGINEERING,1142 SILER RD,SANTA FE,SANTA FE,1
2/5/2021,RR-00037747,NMED,BLAKE'S LOTABURGER,600 N GOLD AVE,DEMING,LUNA,1
2/5/2021,RR-00037748,NMED,BLAKE'S LOTABURGER,8641 GOLF COURSE RD NW,ALBUQUERQUE,BERNALILLO,1
2/5/2021,RR-00037746,NMED,BLAKE'S LOTABURGER,6550 PARADISE BLVD NW,ALBUQUERQUE,BERNALILLO,1
2/5/2021,RR-00037751,NMED,CITY OF LAS CRUCES POLICE DEPT,217 E PICACHO AVE,LAS CRUCES,DONA ANA,1
2/5/2021,RR-00037752,NMED,WHITE SANDS FEDERAL CREDIT UNION,2755 N MAIN ST,LAS CRUCES,DONA ANA,1
2/5/2021,RR-00037753,NMCD,OTERO COUNTY PRISON,10 MCGREGOR RANGE RD,CHAPARRAL,DONA ANA,2
2/5/2021,RR-00037756,NMED,HOBBY LOBBY,4501 N MAIN ST # 54,ROSWELL,CHAVES,1
2/5/2021,RR-00037755,ECECD,CHILD DEVELOPMENT CTR,6500 LOS VOLCANES RD NW,ALBUQUERQUE,BERNALILLO,1
2/5/2021,RR-00037754,NMED,FOXWORTH-GALBRAITH LUMBER CO,2318 N WHITE SANDS BLVD,ALAMOGORDO,OTERO,1
2/5/2021,RR-00037764,NMED,EDDY COUNTY COURTHOUSE,102 N CANAL ST,CARLSBAD,EDDY,1
2/5/2021,RR-00037770,PED,GODDARD HIGH SCHOOL,701 E COUNTRY CLUB RD,ROSWELL,CHAVES,1
2/5/2021,RR-00037762,HED,SAN JUAN COLLEGE,4601 COLLEGE BLVD,FARMINGTON,SAN JUAN,1
2/5/2021,RR-00037761,NMED,CANTEEN OF CENTRAL NM-MAIN OFFICE,4809 HAWKINS ST NE,ALBUQUERQUE,BERNALILLO,1
2/5/2021,RR-00037767,HED,NEW MEXICO STATE UNIVERSITY,1780 E UNIVERSITY AVE,LAS CRUCES,DONA ANA,1
2/5/2021,RR-00037768,NMED,NEW MEXICO EDUCATIONAL RETIRE,701 CAMINO DE LOS MARQUEZ,SANTA FE,SANTA FE,1
2/5/2021,RR-00037763,NMED,WALMART SUPERCENTER,2501 HIGHWAY 180 E,SILVER CITY,GRANT,2
2/5/2021,RR-00037769,NMED,SAVE MART,495 N VALLEY DR,LAS CRUCES,DONA ANA,1
2/5/2021,RR-00037765,DOH,LOS ALAMOS NATIONAL LABORATORY,PO BOX 1663,LOS ALAMOS,LOS ALAMOS,1
2/5/2021,RR-00037766,NMED,MERCEDES-BENZ OF ALBUQUERQUE,8920 PAN AMERICAN FWY NE,ALBUQUERQUE,BERNALILLO,1
2/5/2021,RR-00037772,NMED,CITY OF LAS CRUCES POLICE DEPT,217 E PICACHO AVE,LAS CRUCES,DONA ANA,1
2/5/2021,RR-00037771,DDSD,HOME EDUCATION LIVELIHOOD PRGM,500 E OAK ST,DEMING,LUNA,1
2/5/2021,RR-00037790,HED,THE UNIVERSITY OF NEW MEXICO,1 UNIV OF NEW MEXICO,ALBUQUERQUE,BERNALILLO,1
2/5/2021,RR-00037778,NMED,HOME DEPOT,3560 E MAIN ST,FARMINGTON,SAN JUAN,1
2/5/2021,RR-00037773,NMED,ATLANTIC AVIATION,1260 W NAVAJO ST,FARMINGTON,SAN JUAN,1
2/5/2021,RR-00037793,NMED,HEADSTART,615 UNION AVE W,MORIARTY,TORRANCE,1
2/5/2021,RR-00037787,NMED,WILD WEST EXPRESS,850 SQUIRREL RD,LAS CRUCES,DONA ANA,1
2/5/2021,RR-00037794,HED,WESTERN NEW MEXICO UNIVERSITY,1000 W COLLEGE AVE,SILVER CITY,GRANT,1
2/5/2021,RR-00037774,NMCD,OTERO COUNTY PROCESSING CTR,26 MCGREGOR RANGE RD,CHAPARRAL,DONA ANA,1
2/5/2021,RR-00037796,NMED,WELLS FARGO BANK,212 E HALL ST,HATCH,DONA ANA,1
2/5/2021,RR-00037786,PED,TEXICO MUNICIPAL SCHOOL DIST,520 N GRIFFIN ST,TEXICO,CURRY,1
2/5/2021,RR-00037785,NMED,VIGIL & ASSOC ARCHITECTURAL,4477 IRVING BLVD NW # A,ALBUQUERQUE,BERNALILLO,1
2/5/2021,RR-00037798,NMED,XFINITY STORE BY COMCAST,4800 CUTLER AVE NE,ALBUQUERQUE,BERNALILLO,1
2/5/2021,RR-00037788,NMED,TORRANCE COUNTY DETENTION,209 E ALLEN AYERS RD,ESTANCIA,TORRANCE,1
2/5/2021,RR-00037777,NMED,JUST SPRINKLERS,4500 BOGAN AVE NE,ALBUQUERQUE,BERNALILLO,1
2/5/2021,RR-00037789,NMED,BEAR PAW CUSTOM EMBORIDERY,213 S CANYON ST,CARLSBAD,EDDY,1
2/5/2021,RR-00037784,CYFD,VALLE VISTA BOYS & GIRLS CLUB,6600 VALENTINE WAY,SANTA FE,SANTA FE,1
2/5/2021,RR-00037797,DOH,LOS ALAMOS NATIONAL LABORATORY,PO BOX 1663,LOS ALAMOS,LOS ALAMOS,1
2/5/2021,RR-00037791,DHI,PRESBYTERIAN MEDICAL SVC,2013 SAN JOSE BLVD,CARLSBAD,EDDY,1
2/5/2021,RR-00037795,NMED,ANDELE RESTAURANTE,1950 CALLE DEL NORTE #1-3,MESILLA,DONA ANA,1
2/5/2021,RR-00037783,PED,WEST MESA HIGH SCHOOL,6701 FORTUNA RD NW,ALBUQUERQUE,BERNALILLO,1
2/5/2021,RR-00037792,NMED,BLACKIE'S,612 ROUTE 66,MORIARTY,TORRANCE,1
2/5/2021,RR-00037775,NMED,OSO BIOPHARMACEUTICALS DIV,4401 ALEXANDER BLVD NE,ALBUQUERQUE,BERNALILLO,1
2/5/2021,RR-00037781,ALTSD,BLOOMFIELD NURSING & REHAB CTR,803 HACIENDA LN,BLOOMFIELD,SAN JUAN,3
2/5/2021,RR-00037780,PED,S Y JACKSON ELEMENTARY SCHOOL,4720 CAIRO DR NE,ALBUQUERQUE,BERNALILLO,1
2/5/2021,RR-00037782,PED,CUBA INDEPENDENT SCHOOL DIST,50 COUNTY ROAD 13,CUBA,SANDOVAL,1
2/5/2021,RR-00037779,DHI,SILVER LINING SVC LLC,3250 COORS BLVD NW # D,ALBUQUERQUE,BERNALILLO,1
2/5/2021,RR-00037776,NMED,WALMART SUPERCENTER,1550 S VALLEY DR,LAS CRUCES,DONA ANA,1
2/5/2021,RR-00037801,NMED,MARKET STREET,600 N GUADALUPE ST,SANTA FE,SANTA FE,1
2/5/2021,RR-00037800,PED,SANTA TERESA HIGH SCHOOL,100 AIRPORT RD,SANTA TERESA,DONA ANA,1
2/5/2021,RR-00037802,PED,BERRENDO ELEMENTARY SCHOOL,505 W PINE LODGE RD,ROSWELL,CHAVES,1
2/5/2021,RR-00037799,NMED,PACIFIC ARCHITECTS & ENGINEERS,2050 WYOMING BLVD SE # B20683 KAFB,ALBUQUERQUE,BERNALILLO,4
2/5/2021,RR-00037815,NMED,WHITLOCK ENTERPRISES,8800 2ND ST NW,ALBUQUERQUE,BERNALILLO,1
2/5/2021,RR-00037825,NMED,SAVERS,3400 CALLE CUERVO NW # 2,ALBUQUERQUE,BERNALILLO,1
2/5/2021,RR-00037823,DOH,PRESBYTERIAN HOSPITAL,1100 CENTRAL AVE SE # 7,ALBUQUERQUE,BERNALILLO,1
2/5/2021,RR-00037818,PED,APS CITY CTR,6400 UPTOWN BLVD NE,ALBUQUERQUE,BERNALILLO,1
2/5/2021,RR-00037829,DHI,ABANZA PERSONAL CARE,950 ANTHONY,ANTHONY,DONA ANA,1
2/5/2021,RR-00037827,DHI,PRESBYTERIAN HOME CARE HOSPICE,8100 CONSTITUTION PL NE # 400,ALBUQUERQUE,BERNALILLO,1
2/5/2021,RR-00037826,ALTSD,RED ROCKS CARE CTR,3720 CHURCH ROCK ST,GALLUP,MC KINLEY,1
2/5/2021,RR-00037803,NMED,HOME GOODS,5901 WYOMING BLVD NE # P1,ALBUQUERQUE,BERNALILLO,1
2/5/2021,RR-00037837,NMED,CHICK-FIL-A,4001 COORS BLVD NW,ALBUQUERQUE,BERNALILLO,1
2/5/2021,RR-00037832,NMED,DOLLAR GENERAL,2 ROAD 5377,FARMINGTON,SAN JUAN,1
2/5/2021,RR-00037833,DOH,LOS ALAMOS NATIONAL LABORATORY,PO BOX 1663,LOS ALAMOS,LOS ALAMOS,1
2/5/2021,RR-00037834,PED,FARMINGTON HIGH SCHOOL,2200 N SUNSET AVE,FARMINGTON,SAN JUAN,2
2/5/2021,RR-00037840,NMED,LAS VENTANAS CONSTRUCTION,8330 WASHINGTON PL NE,ALBUQUERQUE,BERNALILLO,2
2/5/2021,RR-00037838,PED,EDWARD GONZALES ELEMENTARY,554 90TH ST SW,ALBUQUERQUE,BERNALILLO,1
2/5/2021,RR-00037843,NMED,TATE BRANCH DODGE JEEP CHRYSLR,4123 N LOVINGTON HWY,HOBBS,LEA,1
2/5/2021,RR-00037835,NMED,HOBBS FIRE DEPT,301 E WHITE ST,HOBBS,LEA,2
2/5/2021,RR-00037842,NMED,JUST JOE COFFEE,3394 MT VIEW BLVD,ANGEL FIRE,COLFAX,1
2/5/2021,RR-00037819,NMED,ALBERTSONS,2501 N MAIN ST,LAS CRUCES,DONA ANA,1
2/5/2021,RR-00037812,PED,POJOAQUE INTERMEDIATE SCHOOL,1574 NM 502,SANTA FE,SANTA FE,1
2/5/2021,RR-00037814,PED,CENTENNIAL HIGH SCHOOL,1950 S SONOMA RANCH BLVD,LAS CRUCES,DONA ANA,1
2/5/2021,RR-00037831,ECECD,NYE EARLY CHILDHOOD CTR,3160 AGUA FRIA ST,SANTA FE,SANTA FE,1
2/5/2021,RR-00037805,NMED,ALBERTSONS MARKET,4950 MONTGOMERY BLVD NE,ALBUQUERQUE,BERNALILLO,1
2/5/2021,RR-00037806,NMED,ALBERTSONS MARKET,710 PASEO DEL PUEBLO SUR,TAOS,TAOS,1
2/5/2021,RR-00037810,ECECD,LITTLE STEPS EARLY LEARNING,1315 W AVENUE D,LOVINGTON,LEA,1
2/5/2021,RR-00037807,NMED,GOODWILL,4701 LINCOLN RD NE,ALBUQUERQUE,BERNALILLO,1
2/5/2021,RR-00037821,NMED,PRESBYTERIAN HEALTH PLAN & INS,9521 SAN MATEO BLVD NE,ALBUQUERQUE,BERNALILLO,1
2/5/2021,RR-00037816,NMED,STA TECHNOLOGIES INC,5401 VENICE AVE NE,ALBUQUERQUE,BERNALILLO,1
2/5/2021,RR-00037808,DOH,CHRISTUS ST VINCENT MED CTR,455 SAINT MICHAELS DR,SANTA FE,SANTA FE,1
2/5/2021,RR-00037811,NMED,WALMART SUPERCENTER,1000 ROBERT RD,GRANTS,CIBOLA,1
2/5/2021,RR-00037809,PED,LINDSEY-STEINER ELEMENTARY,1000 N AVENUE M,PORTALES,ROOSEVELT,1
2/5/2021,RR-00037828,PED,POLK MIDDLE SCHOOL,2220 RAYMAC RD SW,ALBUQUERQUE,BERNALILLO,1
2/5/2021,RR-00037804,DOH,LOS ALAMOS NATIONAL LABORATORY,PO BOX 1663,LOS ALAMOS,LOS ALAMOS,3
2/5/2021,RR-00037817,NMED,MC DONALD'S,1105 HIGHWAY 180 E,SILVER CITY,GRANT,1
2/5/2021,RR-00037813,DOH,LOVELACE MEDICAL CTR,601 DR MARTIN LUTHER KING JR A,ALBUQUERQUE,BERNALILLO,1
2/5/2021,RR-00037820,PED,ALBUQUERQUE PUBLIC SCHOOLS,8400 BARSTOW ST NE,ALBUQUERQUE,BERNALILLO,1
2/5/2021,RR-00037822,NMED,ULTA BEAUTY,10000 COORS BLVD NW,ALBUQUERQUE,BERNALILLO,1
2/5/2021,RR-00037830,NMED,LEPRINO FOODS CO,5600 OMAHA RD,ROSWELL,CHAVES,1
2/5/2021,RR-00037824,DOH,PRESBYTERIAN KASEMAN HOSPITAL,8300 CONSTITUTION AVE NE,ALBUQUERQUE,BERNALILLO,1
2/4/2021,RR-00037660,NMED,ABF FREIGHT SYSTEM INC,4800 LINCOLN RD NE,ALBUQUERQUE,BERNALILLO,1
2/4/2021,RR-00037665,HED,ST JOHN'S COLLEGE,1160 CAMINO DE CRUZ BLANCA,SANTA FE,SANTA FE,2
2/4/2021,RR-00037667,NMED,WALMART DISTRIBUTION CTR,670 LOS MORROS RD NW,LOS LUNAS,VALENCIA,1
2/4/2021,RR-00037668,NMED,SANDRA'S RESTAURANT,721 N MAIN ST,BELEN,VALENCIA,3
2/4/2021,RR-00037658,NMED,RENT-A-CENTER,105 ROSEDALE RD # A,SILVER CITY,GRANT,1
2/4/2021,RR-00037669,DHI,NEW MEXICO REHABILITATION CTR,72 GAIL HARRIS ST,ROSWELL,CHAVES,2
2/4/2021,RR-00037664,ALTSD,SANTA FE CARE CTR,635 HARKLE RD,SANTA FE,SANTA FE,1
2/4/2021,RR-00037659,PED,DESERT WILLOW ELEMENTARY,2100 PRIMROSE ST,CARLSBAD,EDDY,1
2/4/2021,RR-00037670,DOH,LOS ALAMOS NATIONAL LABORATORY,PO BOX 1663,LOS ALAMOS,LOS ALAMOS,3
2/4/2021,RR-00037666,DOH,LINCOLN COUNTY MED CTR,211 SUDDERTH DR,RUIDOSO,LINCOLN,1
2/4/2021,RR-00037662,NMED,JEWISH COMMUNITY CTR,5520 WYOMING BLVD NE # B,ALBUQUERQUE,BERNALILLO,1
2/4/2021,RR-00037657,NMED,STEWART TITLE CO,7801 ACADEMY RD NE # 1-101,ALBUQUERQUE,BERNALILLO,1
2/4/2021,RR-00037663,NMED,BHI ENERGY SVC,275 HIGHWAY 176,EUNICE,LEA,1
2/4/2021,RR-00037546,NMED,DISTRICT ATTORNEY,520 LOMAS BLVD NW # 1,ALBUQUERQUE,BERNALILLO,1
2/4/2021,RR-00037552,NMED,COLDWELL BANKER,307 MECHEM DR,RUIDOSO,LINCOLN,1
2/4/2021,RR-00037532,NMED,FARMINGTON SCHOOLS TRANSPORT,3101 SSRR,FARMINGTON,SAN JUAN,1
2/4/2021,RR-00037565,NMED,PRULL CUSTOM BUILDERS,3204 CALLE MARIE,SANTA FE,SANTA FE,1
2/4/2021,RR-00037551,NMED,CRAZY FISH RESTAURANT,3015 CENTRAL AVE NE,ALBUQUERQUE,BERNALILLO,1
2/4/2021,RR-00037542,NMED,FARMINGTON PUBLIC WORKS DEPT,805 MUNICIPAL DR,FARMINGTON,SAN JUAN,1
2/4/2021,RR-00037533,NMED,ROSWELL HYUNDAI,1909 W 2ND ST,ROSWELL,CHAVES,1
2/4/2021,RR-00037549,NMED,FRESENIUS,5400 GIBSON BLVD SE # 100,ALBUQUERQUE,BERNALILLO,1
2/4/2021,RR-00037547,DOH,KIRTLAND AFB MAIN EXCHANGE,8001 GIBSON BLVD SE,ALBUQUERQUE,BERNALILLO,1
2/4/2021,RR-00037535,NMED,ROSWELL HONDA,2177 W 2ND ST,ROSWELL,CHAVES,1
2/4/2021,RR-00037573,NMED,JACKSON WINK,301 DR MARTIN LUTHER KING J #A,ALBUQUERQUE,BERNALILLO,1
2/4/2021,RR-00037534,NMED,STATE GOVERNMENT OFFICE,102 WINKLER ST,SOCORRO,SOCORRO,1
2/4/2021,RR-00037569,NMED,CHURCH'S CHICKEN,140 98TH ST NW,ALBUQUERQUE,BERNALILLO,1
2/4/2021,RR-00037539,NMED,LOWE'S HOME IMPROVEMENT,2519 W PIERCE ST,CARLSBAD,EDDY,1
2/4/2021,RR-00037548,NMED,HOLLISTER CO,10000 COORS BLVD NW # F-11,ALBUQUERQUE,BERNALILLO,1
2/4/2021,RR-00037536,DOH,MOUNTAIN VIEW REGIONAL MED CTR,4311 E LOHMAN AVE,LAS CRUCES,DONA ANA,1
2/4/2021,RR-00037537,NMED,LARRY H MILLER AMER TOYOTA,5995 ALAMEDA BLVD NE,ALBUQUERQUE,BERNALILLO,1
2/4/2021,RR-00037558,NMED,BERNALILLO COUNTY,5100 2ND ST NW,ALBUQUERQUE,BERNALILLO,1
2/4/2021,RR-00037550,NMED,SPORTSMAN'S WAREHOUSE,1450 N RENAISSANCE BLVD NE,ALBUQUERQUE,BERNALILLO,1
2/4/2021,RR-00037559,DOH,UNITED STATES AIR FORCE,2251 MAXWELL ST SE,KIRTLAND AFB,BERNALILLO,1
2/4/2021,RR-00037544,DHI,RELIANT REHABILITATION,1701 N TURNER ST,HOBBS,LEA,1
2/4/2021,RR-00037541,NMED,SUBWAY,5400 SAN MATEO BLVD NE # A,ALBUQUERQUE,BERNALILLO,1
2/4/2021,RR-00037545,NMED,BAILEY'S WELDING SVC INC,505 ROAD 350,FARMINGTON,SAN JUAN,1
