,Unnamed: 0,best_match_score,__id_left,__id_right,DATE INITIATED,RAPID RESPONSE IDENTIFIER,AGENCY ASSIGNED,NAME,ADDRESS,CITY,COUNTY,NUMBER OF POSITIVE CASES REPORTED,full address state,RID,UPA #,Estab Name,Site Address 1,Site Address 2,Site City,Site State,Site Zip,Site County,Primary/Site NAICS,UPA Receipt Date,Receipt Type,Formality,Insp #,Hazard Desc & Location,# Alleged Hazards/ Emp Exposed,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,full address fed,geocodes_match,state_latlong,fed_latlong,state_place_id,fed_place_id,state_gmaps_query,fed_gmaps_query
24,1404016,1.3303951002922398,27743_left,38_right,11/2/2020,RR-8061,NMED,DOWNS RACETRACK & CASINO,145 LOUISIANA BLVD NE,ALBUQUERQUE,BERNALILLO,1,"145 LOUISIANA BLVD NE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1602926,The Downs Racetrack & Casino,145 Louisiana Blvd NE,,ALBUQUERQUE,NM,87108,BERNALILLO,711212 / 711212,06/09/2020,Online,Formal,,Horseman/employees aren't being properly enforced to wear masks and hand-sanitizer stations are empty in the barn area.,/,,,,,,,,,"145 Louisiana Blvd NE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.07768799999999, 'lng': -106.57014}","{'lat': 35.07768799999999, 'lng': -106.57014}",ChIJs4hFWPsKIocRBFOUg_asEOE,ChIJs4hFWPsKIocRBFOUg_asEOE,"DOWNS RACETRACK & CASINO 145 LOUISIANA BLVD NE, ALBUQUERQUE, BERNALILLO County, NM","The Downs Racetrack & Casino 145 Louisiana Blvd NE, , ALBUQUERQUE, BERNALILLO County, NM"
25,528725,1.3303951002922398,10507_left,38_right,12/17/2020,RR-00026583,NMED,DOWNS RACETRACK & CASINO,145 LOUISIANA BLVD NE,ALBUQUERQUE,BERNALILLO,1,"145 LOUISIANA BLVD NE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1602926,The Downs Racetrack & Casino,145 Louisiana Blvd NE,,ALBUQUERQUE,NM,87108,BERNALILLO,711212 / 711212,06/09/2020,Online,Formal,,Horseman/employees aren't being properly enforced to wear masks and hand-sanitizer stations are empty in the barn area.,/,,,,,,,,,"145 Louisiana Blvd NE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.07768799999999, 'lng': -106.57014}","{'lat': 35.07768799999999, 'lng': -106.57014}",ChIJs4hFWPsKIocRBFOUg_asEOE,ChIJs4hFWPsKIocRBFOUg_asEOE,"DOWNS RACETRACK & CASINO 145 LOUISIANA BLVD NE, ALBUQUERQUE, BERNALILLO County, NM","The Downs Racetrack & Casino 145 Louisiana Blvd NE, , ALBUQUERQUE, BERNALILLO County, NM"
26,479703,1.3303951002922398,9520_left,38_right,12/21/2020,RR-00027655,NMED,DOWNS RACETRACK & CASINO,145 LOUISIANA BLVD NE,ALBUQUERQUE,BERNALILLO,1,"145 LOUISIANA BLVD NE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1602926,The Downs Racetrack & Casino,145 Louisiana Blvd NE,,ALBUQUERQUE,NM,87108,BERNALILLO,711212 / 711212,06/09/2020,Online,Formal,,Horseman/employees aren't being properly enforced to wear masks and hand-sanitizer stations are empty in the barn area.,/,,,,,,,,,"145 Louisiana Blvd NE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.07768799999999, 'lng': -106.57014}","{'lat': 35.07768799999999, 'lng': -106.57014}",ChIJs4hFWPsKIocRBFOUg_asEOE,ChIJs4hFWPsKIocRBFOUg_asEOE,"DOWNS RACETRACK & CASINO 145 LOUISIANA BLVD NE, ALBUQUERQUE, BERNALILLO County, NM","The Downs Racetrack & Casino 145 Louisiana Blvd NE, , ALBUQUERQUE, BERNALILLO County, NM"
68,1205705,1.2659706306775709,23843_left,64_right,11/13/2020,RR-00012486,NMED,BUFFALO WILD WINGS GRILL & BAR,8505 MONTGOMERY BLVD NE,ALBUQUERQUE,BERNALILLO,1,"8505 MONTGOMERY BLVD NE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1685727,Buffalo Wild Wings,8505 MONTGOMERY BLVD NE,,ALBUQUERQUE,NM,87111,BERNALILLO,722511 / 722511,11/11/2020,Online,Formal,,Complainant alleges that up to 8 employees have COVID-19 and are working.,/,,,,,,,,,"8505 MONTGOMERY BLVD NE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.1311717, 'lng': -106.5489699}","{'lat': 35.1311717, 'lng': -106.5489699}",ChIJJ4CVoUN1IocRgx2J1bMvUaU,ChIJJ4CVoUN1IocRgx2J1bMvUaU,"BUFFALO WILD WINGS GRILL & BAR 8505 MONTGOMERY BLVD NE, ALBUQUERQUE, BERNALILLO County, NM","Buffalo Wild Wings 8505 MONTGOMERY BLVD NE, , ALBUQUERQUE, BERNALILLO County, NM"
69,1566502,1.2659706306775709,30942_left,64_right,10/17/2020,RR-4268,NMED,BUFFALO WILD WINGS GRILL & BAR,8505 MONTGOMERY BLVD NE,ALBUQUERQUE,BERNALILLO,1,"8505 MONTGOMERY BLVD NE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1685727,Buffalo Wild Wings,8505 MONTGOMERY BLVD NE,,ALBUQUERQUE,NM,87111,BERNALILLO,722511 / 722511,11/11/2020,Online,Formal,,Complainant alleges that up to 8 employees have COVID-19 and are working.,/,,,,,,,,,"8505 MONTGOMERY BLVD NE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.1311717, 'lng': -106.5489699}","{'lat': 35.1311717, 'lng': -106.5489699}",ChIJJ4CVoUN1IocRgx2J1bMvUaU,ChIJJ4CVoUN1IocRgx2J1bMvUaU,"BUFFALO WILD WINGS GRILL & BAR 8505 MONTGOMERY BLVD NE, ALBUQUERQUE, BERNALILLO County, NM","Buffalo Wild Wings 8505 MONTGOMERY BLVD NE, , ALBUQUERQUE, BERNALILLO County, NM"
70,1353709,1.2659706306775709,26740_left,64_right,11/4/2020,RR-9014,NMED,BUFFALO WILD WINGS GRILL & BAR,8505 MONTGOMERY BLVD NE,ALBUQUERQUE,BERNALILLO,2,"8505 MONTGOMERY BLVD NE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1685727,Buffalo Wild Wings,8505 MONTGOMERY BLVD NE,,ALBUQUERQUE,NM,87111,BERNALILLO,722511 / 722511,11/11/2020,Online,Formal,,Complainant alleges that up to 8 employees have COVID-19 and are working.,/,,,,,,,,,"8505 MONTGOMERY BLVD NE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.1311717, 'lng': -106.5489699}","{'lat': 35.1311717, 'lng': -106.5489699}",ChIJJ4CVoUN1IocRgx2J1bMvUaU,ChIJJ4CVoUN1IocRgx2J1bMvUaU,"BUFFALO WILD WINGS GRILL & BAR 8505 MONTGOMERY BLVD NE, ALBUQUERQUE, BERNALILLO County, NM","Buffalo Wild Wings 8505 MONTGOMERY BLVD NE, , ALBUQUERQUE, BERNALILLO County, NM"
71,4276,1.2312940518817952,82_left,23_right,2/8/2021,RR-00038110,NMED,ALASKA STRUCTURES,301 REA BLVD,LAS CRUCES,DONA ANA,2,"301 REA BLVD, LAS CRUCES, DONA ANA County, NM",653510,C-1556919,Alaska Structures NM,301 REA Blvd,,LAS CRUCES,NM,88007,DONA ANA,339999 / 339999,03/20/2020,Online,Formal,,Company has had people traveling to places such as San Francisco & Brazil. Upon their return there were no precautions taken to protect all the other employees from COVID-19 virus. Two employees are potentially infected after travelling to New Jersey.,/,,,,,,,,,"301 REA Blvd, , LAS CRUCES, DONA ANA County, NM",True,"{'lat': 32.2687721, 'lng': -106.9314651}","{'lat': 32.2687721, 'lng': -106.9314651}",ChIJJQQB77xq3oYRAS_PTQ8i1kA,ChIJJQQB77xq3oYRAS_PTQ8i1kA,"ALASKA STRUCTURES 301 REA BLVD, LAS CRUCES, DONA ANA County, NM","Alaska Structures NM 301 REA Blvd, , LAS CRUCES, DONA ANA County, NM"
72,549772,1.2312940518817952,10933_left,23_right,12/16/2020,RR-00026127,NMED,ALASKA STRUCTURES,301 REA BLVD,LAS CRUCES,DONA ANA,1,"301 REA BLVD, LAS CRUCES, DONA ANA County, NM",653510,C-1556919,Alaska Structures NM,301 REA Blvd,,LAS CRUCES,NM,88007,DONA ANA,339999 / 339999,03/20/2020,Online,Formal,,Company has had people traveling to places such as San Francisco & Brazil. Upon their return there were no precautions taken to protect all the other employees from COVID-19 virus. Two employees are potentially infected after travelling to New Jersey.,/,,,,,,,,,"301 REA Blvd, , LAS CRUCES, DONA ANA County, NM",True,"{'lat': 32.2687721, 'lng': -106.9314651}","{'lat': 32.2687721, 'lng': -106.9314651}",ChIJJQQB77xq3oYRAS_PTQ8i1kA,ChIJJQQB77xq3oYRAS_PTQ8i1kA,"ALASKA STRUCTURES 301 REA BLVD, LAS CRUCES, DONA ANA County, NM","Alaska Structures NM 301 REA Blvd, , LAS CRUCES, DONA ANA County, NM"
73,993528,1.2312940518817952,19709_left,23_right,11/21/2020,RR-00016519,NMED,ALASKA STRUCTURES,301 REA BLVD,LAS CRUCES,DONA ANA,1,"301 REA BLVD, LAS CRUCES, DONA ANA County, NM",653510,C-1556919,Alaska Structures NM,301 REA Blvd,,LAS CRUCES,NM,88007,DONA ANA,339999 / 339999,03/20/2020,Online,Formal,,Company has had people traveling to places such as San Francisco & Brazil. Upon their return there were no precautions taken to protect all the other employees from COVID-19 virus. Two employees are potentially infected after travelling to New Jersey.,/,,,,,,,,,"301 REA Blvd, , LAS CRUCES, DONA ANA County, NM",True,"{'lat': 32.2687721, 'lng': -106.9314651}","{'lat': 32.2687721, 'lng': -106.9314651}",ChIJJQQB77xq3oYRAS_PTQ8i1kA,ChIJJQQB77xq3oYRAS_PTQ8i1kA,"ALASKA STRUCTURES 301 REA BLVD, LAS CRUCES, DONA ANA County, NM","Alaska Structures NM 301 REA Blvd, , LAS CRUCES, DONA ANA County, NM"
74,628262,1.2312940518817952,12495_left,23_right,12/11/2020,RR-00024863,NMED,ALASKA STRUCTURES,301 REA BLVD,LAS CRUCES,DONA ANA,1,"301 REA BLVD, LAS CRUCES, DONA ANA County, NM",653510,C-1556919,Alaska Structures NM,301 REA Blvd,,LAS CRUCES,NM,88007,DONA ANA,339999 / 339999,03/20/2020,Online,Formal,,Company has had people traveling to places such as San Francisco & Brazil. Upon their return there were no precautions taken to protect all the other employees from COVID-19 virus. Two employees are potentially infected after travelling to New Jersey.,/,,,,,,,,,"301 REA Blvd, , LAS CRUCES, DONA ANA County, NM",True,"{'lat': 32.2687721, 'lng': -106.9314651}","{'lat': 32.2687721, 'lng': -106.9314651}",ChIJJQQB77xq3oYRAS_PTQ8i1kA,ChIJJQQB77xq3oYRAS_PTQ8i1kA,"ALASKA STRUCTURES 301 REA BLVD, LAS CRUCES, DONA ANA County, NM","Alaska Structures NM 301 REA Blvd, , LAS CRUCES, DONA ANA County, NM"
75,1101225,1.2312940518817952,21811_left,23_right,11/17/2020,RR-00013983,NMED,ALASKA STRUCTURES,301 REA BLVD,LAS CRUCES,DONA ANA,3,"301 REA BLVD, LAS CRUCES, DONA ANA County, NM",653510,C-1556919,Alaska Structures NM,301 REA Blvd,,LAS CRUCES,NM,88007,DONA ANA,339999 / 339999,03/20/2020,Online,Formal,,Company has had people traveling to places such as San Francisco & Brazil. Upon their return there were no precautions taken to protect all the other employees from COVID-19 virus. Two employees are potentially infected after travelling to New Jersey.,/,,,,,,,,,"301 REA Blvd, , LAS CRUCES, DONA ANA County, NM",True,"{'lat': 32.2687721, 'lng': -106.9314651}","{'lat': 32.2687721, 'lng': -106.9314651}",ChIJJQQB77xq3oYRAS_PTQ8i1kA,ChIJJQQB77xq3oYRAS_PTQ8i1kA,"ALASKA STRUCTURES 301 REA BLVD, LAS CRUCES, DONA ANA County, NM","Alaska Structures NM 301 REA Blvd, , LAS CRUCES, DONA ANA County, NM"
76,1009454,1.2312940518817952,20013_left,23_right,11/20/2020,RR-00016194,NMED,ALASKA STRUCTURES,301 REA BLVD,LAS CRUCES,DONA ANA,2,"301 REA BLVD, LAS CRUCES, DONA ANA County, NM",653510,C-1556919,Alaska Structures NM,301 REA Blvd,,LAS CRUCES,NM,88007,DONA ANA,339999 / 339999,03/20/2020,Online,Formal,,Company has had people traveling to places such as San Francisco & Brazil. Upon their return there were no precautions taken to protect all the other employees from COVID-19 virus. Two employees are potentially infected after travelling to New Jersey.,/,,,,,,,,,"301 REA Blvd, , LAS CRUCES, DONA ANA County, NM",True,"{'lat': 32.2687721, 'lng': -106.9314651}","{'lat': 32.2687721, 'lng': -106.9314651}",ChIJJQQB77xq3oYRAS_PTQ8i1kA,ChIJJQQB77xq3oYRAS_PTQ8i1kA,"ALASKA STRUCTURES 301 REA BLVD, LAS CRUCES, DONA ANA County, NM","Alaska Structures NM 301 REA Blvd, , LAS CRUCES, DONA ANA County, NM"
77,823599,1.2312940518817952,16348_left,23_right,12/1/2020,RR-00020346,NMED,ALASKA STRUCTURES,301 REA BLVD,LAS CRUCES,DONA ANA,1,"301 REA BLVD, LAS CRUCES, DONA ANA County, NM",653510,C-1556919,Alaska Structures NM,301 REA Blvd,,LAS CRUCES,NM,88007,DONA ANA,339999 / 339999,03/20/2020,Online,Formal,,Company has had people traveling to places such as San Francisco & Brazil. Upon their return there were no precautions taken to protect all the other employees from COVID-19 virus. Two employees are potentially infected after travelling to New Jersey.,/,,,,,,,,,"301 REA Blvd, , LAS CRUCES, DONA ANA County, NM",True,"{'lat': 32.2687721, 'lng': -106.9314651}","{'lat': 32.2687721, 'lng': -106.9314651}",ChIJJQQB77xq3oYRAS_PTQ8i1kA,ChIJJQQB77xq3oYRAS_PTQ8i1kA,"ALASKA STRUCTURES 301 REA BLVD, LAS CRUCES, DONA ANA County, NM","Alaska Structures NM 301 REA Blvd, , LAS CRUCES, DONA ANA County, NM"
78,234245,1.2312940518817952,4633_left,23_right,1/11/2021,RR-00033263,NMED,ALASKA STRUCTURES,301 REA BLVD,LAS CRUCES,DONA ANA,2,"301 REA BLVD, LAS CRUCES, DONA ANA County, NM",653510,C-1556919,Alaska Structures NM,301 REA Blvd,,LAS CRUCES,NM,88007,DONA ANA,339999 / 339999,03/20/2020,Online,Formal,,Company has had people traveling to places such as San Francisco & Brazil. Upon their return there were no precautions taken to protect all the other employees from COVID-19 virus. Two employees are potentially infected after travelling to New Jersey.,/,,,,,,,,,"301 REA Blvd, , LAS CRUCES, DONA ANA County, NM",True,"{'lat': 32.2687721, 'lng': -106.9314651}","{'lat': 32.2687721, 'lng': -106.9314651}",ChIJJQQB77xq3oYRAS_PTQ8i1kA,ChIJJQQB77xq3oYRAS_PTQ8i1kA,"ALASKA STRUCTURES 301 REA BLVD, LAS CRUCES, DONA ANA County, NM","Alaska Structures NM 301 REA Blvd, , LAS CRUCES, DONA ANA County, NM"
79,975716,1.2312940518817952,19359_left,23_right,11/23/2020,RR-00017455,NMED,ALASKA STRUCTURES,301 REA BLVD,LAS CRUCES,DONA ANA,1,"301 REA BLVD, LAS CRUCES, DONA ANA County, NM",653510,C-1556919,Alaska Structures NM,301 REA Blvd,,LAS CRUCES,NM,88007,DONA ANA,339999 / 339999,03/20/2020,Online,Formal,,Company has had people traveling to places such as San Francisco & Brazil. Upon their return there were no precautions taken to protect all the other employees from COVID-19 virus. Two employees are potentially infected after travelling to New Jersey.,/,,,,,,,,,"301 REA Blvd, , LAS CRUCES, DONA ANA County, NM",True,"{'lat': 32.2687721, 'lng': -106.9314651}","{'lat': 32.2687721, 'lng': -106.9314651}",ChIJJQQB77xq3oYRAS_PTQ8i1kA,ChIJJQQB77xq3oYRAS_PTQ8i1kA,"ALASKA STRUCTURES 301 REA BLVD, LAS CRUCES, DONA ANA County, NM","Alaska Structures NM 301 REA Blvd, , LAS CRUCES, DONA ANA County, NM"
80,284288,1.2312940518817952,5634_left,23_right,1/7/2021,RR-00032037,NMED,ALASKA STRUCTURES,301 REA BLVD,LAS CRUCES,DONA ANA,1,"301 REA BLVD, LAS CRUCES, DONA ANA County, NM",653510,C-1556919,Alaska Structures NM,301 REA Blvd,,LAS CRUCES,NM,88007,DONA ANA,339999 / 339999,03/20/2020,Online,Formal,,Company has had people traveling to places such as San Francisco & Brazil. Upon their return there were no precautions taken to protect all the other employees from COVID-19 virus. Two employees are potentially infected after travelling to New Jersey.,/,,,,,,,,,"301 REA Blvd, , LAS CRUCES, DONA ANA County, NM",True,"{'lat': 32.2687721, 'lng': -106.9314651}","{'lat': 32.2687721, 'lng': -106.9314651}",ChIJJQQB77xq3oYRAS_PTQ8i1kA,ChIJJQQB77xq3oYRAS_PTQ8i1kA,"ALASKA STRUCTURES 301 REA BLVD, LAS CRUCES, DONA ANA County, NM","Alaska Structures NM 301 REA Blvd, , LAS CRUCES, DONA ANA County, NM"
81,939961,1.2312940518817952,18654_left,23_right,11/24/2020,RR-00017776,NMED,ALASKA STRUCTURES,301 REA BLVD,LAS CRUCES,DONA ANA,1,"301 REA BLVD, LAS CRUCES, DONA ANA County, NM",653510,C-1556919,Alaska Structures NM,301 REA Blvd,,LAS CRUCES,NM,88007,DONA ANA,339999 / 339999,03/20/2020,Online,Formal,,Company has had people traveling to places such as San Francisco & Brazil. Upon their return there were no precautions taken to protect all the other employees from COVID-19 virus. Two employees are potentially infected after travelling to New Jersey.,/,,,,,,,,,"301 REA Blvd, , LAS CRUCES, DONA ANA County, NM",True,"{'lat': 32.2687721, 'lng': -106.9314651}","{'lat': 32.2687721, 'lng': -106.9314651}",ChIJJQQB77xq3oYRAS_PTQ8i1kA,ChIJJQQB77xq3oYRAS_PTQ8i1kA,"ALASKA STRUCTURES 301 REA BLVD, LAS CRUCES, DONA ANA County, NM","Alaska Structures NM 301 REA Blvd, , LAS CRUCES, DONA ANA County, NM"
82,1185645,1.2312940518817952,23450_left,23_right,11/13/2020,RR-00012357,NMED,ALASKA STRUCTURES,301 REA BLVD,LAS CRUCES,DONA ANA,6,"301 REA BLVD, LAS CRUCES, DONA ANA County, NM",653510,C-1556919,Alaska Structures NM,301 REA Blvd,,LAS CRUCES,NM,88007,DONA ANA,339999 / 339999,03/20/2020,Online,Formal,,Company has had people traveling to places such as San Francisco & Brazil. Upon their return there were no precautions taken to protect all the other employees from COVID-19 virus. Two employees are potentially infected after travelling to New Jersey.,/,,,,,,,,,"301 REA Blvd, , LAS CRUCES, DONA ANA County, NM",True,"{'lat': 32.2687721, 'lng': -106.9314651}","{'lat': 32.2687721, 'lng': -106.9314651}",ChIJJQQB77xq3oYRAS_PTQ8i1kA,ChIJJQQB77xq3oYRAS_PTQ8i1kA,"ALASKA STRUCTURES 301 REA BLVD, LAS CRUCES, DONA ANA County, NM","Alaska Structures NM 301 REA Blvd, , LAS CRUCES, DONA ANA County, NM"
83,268186,1.2312940518817952,5309_left,23_right,1/8/2021,RR-00032458,NMED,ALASKA STRUCTURES,301 REA BLVD,LAS CRUCES,DONA ANA,2,"301 REA BLVD, LAS CRUCES, DONA ANA County, NM",653510,C-1556919,Alaska Structures NM,301 REA Blvd,,LAS CRUCES,NM,88007,DONA ANA,339999 / 339999,03/20/2020,Online,Formal,,Company has had people traveling to places such as San Francisco & Brazil. Upon their return there were no precautions taken to protect all the other employees from COVID-19 virus. Two employees are potentially infected after travelling to New Jersey.,/,,,,,,,,,"301 REA Blvd, , LAS CRUCES, DONA ANA County, NM",True,"{'lat': 32.2687721, 'lng': -106.9314651}","{'lat': 32.2687721, 'lng': -106.9314651}",ChIJJQQB77xq3oYRAS_PTQ8i1kA,ChIJJQQB77xq3oYRAS_PTQ8i1kA,"ALASKA STRUCTURES 301 REA BLVD, LAS CRUCES, DONA ANA County, NM","Alaska Structures NM 301 REA Blvd, , LAS CRUCES, DONA ANA County, NM"
84,755415,1.2312940518817952,15003_left,23_right,12/4/2020,RR-00022108,NMED,ALASKA STRUCTURES,301 REA BLVD,LAS CRUCES,DONA ANA,1,"301 REA BLVD, LAS CRUCES, DONA ANA County, NM",653510,C-1556919,Alaska Structures NM,301 REA Blvd,,LAS CRUCES,NM,88007,DONA ANA,339999 / 339999,03/20/2020,Online,Formal,,Company has had people traveling to places such as San Francisco & Brazil. Upon their return there were no precautions taken to protect all the other employees from COVID-19 virus. Two employees are potentially infected after travelling to New Jersey.,/,,,,,,,,,"301 REA Blvd, , LAS CRUCES, DONA ANA County, NM",True,"{'lat': 32.2687721, 'lng': -106.9314651}","{'lat': 32.2687721, 'lng': -106.9314651}",ChIJJQQB77xq3oYRAS_PTQ8i1kA,ChIJJQQB77xq3oYRAS_PTQ8i1kA,"ALASKA STRUCTURES 301 REA BLVD, LAS CRUCES, DONA ANA County, NM","Alaska Structures NM 301 REA Blvd, , LAS CRUCES, DONA ANA County, NM"
85,377472,1.202036142727944,7457_left,65_right,1/1/2021,RR-00029953,NMED,RICH FORD,8601 LOMAS BLVD NE,ALBUQUERQUE,BERNALILLO,1,"8601 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1688314,Rich Ford,8601 Lomas Blvd NE,,ALBUQUERQUE,NM,87112,BERNALILLO,441110 / 441110,11/13/2020,Online,Formal,,There are five positive cases and they are trying to keep on the low and still allowing people with contact to work,/,,,,,,,,,"8601 Lomas Blvd NE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.088254, 'lng': -106.54835}","{'lat': 35.088254, 'lng': -106.54835}",ChIJ4_BXtJAKIocRX5PzIMmU8sE,ChIJ4_BXtJAKIocRX5PzIMmU8sE,"RICH FORD 8601 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM","Rich Ford 8601 Lomas Blvd NE, , ALBUQUERQUE, BERNALILLO County, NM"
86,816880,1.202036142727944,16214_left,65_right,12/1/2020,RR-00020223,NMED,RICH FORD,8601 LOMAS BLVD NE,ALBUQUERQUE,BERNALILLO,1,"8601 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1688314,Rich Ford,8601 Lomas Blvd NE,,ALBUQUERQUE,NM,87112,BERNALILLO,441110 / 441110,11/13/2020,Online,Formal,,There are five positive cases and they are trying to keep on the low and still allowing people with contact to work,/,,,,,,,,,"8601 Lomas Blvd NE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.088254, 'lng': -106.54835}","{'lat': 35.088254, 'lng': -106.54835}",ChIJ4_BXtJAKIocRX5PzIMmU8sE,ChIJ4_BXtJAKIocRX5PzIMmU8sE,"RICH FORD 8601 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM","Rich Ford 8601 Lomas Blvd NE, , ALBUQUERQUE, BERNALILLO County, NM"
87,853294,1.202036142727944,16926_left,65_right,11/30/2020,RR-00020137,NMED,RICH FORD,8601 LOMAS BLVD NE,ALBUQUERQUE,BERNALILLO,1,"8601 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1688314,Rich Ford,8601 Lomas Blvd NE,,ALBUQUERQUE,NM,87112,BERNALILLO,441110 / 441110,11/13/2020,Online,Formal,,There are five positive cases and they are trying to keep on the low and still allowing people with contact to work,/,,,,,,,,,"8601 Lomas Blvd NE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.088254, 'lng': -106.54835}","{'lat': 35.088254, 'lng': -106.54835}",ChIJ4_BXtJAKIocRX5PzIMmU8sE,ChIJ4_BXtJAKIocRX5PzIMmU8sE,"RICH FORD 8601 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM","Rich Ford 8601 Lomas Blvd NE, , ALBUQUERQUE, BERNALILLO County, NM"
88,1241638,1.202036142727944,24542_left,65_right,11/11/2020,RR-00011441,NMED,RICH FORD,8601 LOMAS BLVD NE,ALBUQUERQUE,BERNALILLO,1,"8601 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1688314,Rich Ford,8601 Lomas Blvd NE,,ALBUQUERQUE,NM,87112,BERNALILLO,441110 / 441110,11/13/2020,Online,Formal,,There are five positive cases and they are trying to keep on the low and still allowing people with contact to work,/,,,,,,,,,"8601 Lomas Blvd NE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.088254, 'lng': -106.54835}","{'lat': 35.088254, 'lng': -106.54835}",ChIJ4_BXtJAKIocRX5PzIMmU8sE,ChIJ4_BXtJAKIocRX5PzIMmU8sE,"RICH FORD 8601 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM","Rich Ford 8601 Lomas Blvd NE, , ALBUQUERQUE, BERNALILLO County, NM"
89,966820,1.202036142727944,19179_left,65_right,11/23/2020,RR-00017183,NMED,RICH FORD,8601 LOMAS BLVD NE,ALBUQUERQUE,BERNALILLO,1,"8601 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1688314,Rich Ford,8601 Lomas Blvd NE,,ALBUQUERQUE,NM,87112,BERNALILLO,441110 / 441110,11/13/2020,Online,Formal,,There are five positive cases and they are trying to keep on the low and still allowing people with contact to work,/,,,,,,,,,"8601 Lomas Blvd NE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.088254, 'lng': -106.54835}","{'lat': 35.088254, 'lng': -106.54835}",ChIJ4_BXtJAKIocRX5PzIMmU8sE,ChIJ4_BXtJAKIocRX5PzIMmU8sE,"RICH FORD 8601 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM","Rich Ford 8601 Lomas Blvd NE, , ALBUQUERQUE, BERNALILLO County, NM"
